ProductID,Name,Description,OrderCode,Brand,Size,Qty,Value,Discount,ValueIncVAT,ValueExcVAT,TotCost,Margin,MarginPerc
2151544,Celo doble cara Erich Krause,Celo doble cara Erich Krause,,,,9,20.25000,0.00000,20.25000,16.74000,7.29000,9.45000,0.56452
2151348,Cera BIC Plastidecor 12 c,Cera BIC Plastidecor 12 c,,,,7,34.95000,0.00000,34.95000,28.89000,13.93000,14.96000,0.51783
2151349,Cera BIC Plastidecor 12 c peques,Cera BIC Plastidecor 12 c peques,,,,8,47.20000,0.00000,47.20000,39.00000,22.32000,16.68000,0.42769
2151352,Cera BIC Plastidecor 18 c,Cera BIC Plastidecor 18 c,,,,1,7.15000,0.00000,7.15000,5.91000,3.32000,2.59000,0.43824
2151353,Cera BIC Plastidecor 24 c,Cera BIC Plastidecor 24 c,,,,1,7.10000,0.00000,7.10000,5.87000,4.75000,1.12000,0.19080
2151351,Cera BIC Plastidecor 36 c,Cera BIC Plastidecor 36 c,,,,3,36.45000,0.00000,36.45000,30.12000,20.31000,9.81000,0.32570
2150704,Cera Manley 10 colores,Cera Manley 10 colores,,,,1,3.65000,0.00000,3.65000,3.02000,1.65000,1.37000,0.45364
2150703,Cera Manley 15 colores,Cera Manley 15 colores,,,,2,9.70000,0.00000,9.70000,8.02000,4.96000,3.06000,0.38155
2150705,Cera Manley 6 colores,Cera Manley 6 colores,,,,1,2.00000,0.00000,2.00000,1.65000,0.99000,0.66000,0.40000
2157094,Chincheta APLI 100 U,Chincheta APLI 100 U,,,,1,2.30000,0.00000,2.30000,1.90000,1.50000,0.40000,0.21053
2269747,Chinchetas Apli 50u colores,Chinchetas Apli 50u colores,,,,1,1.80000,0.00000,1.80000,1.49000,0.00000,1.49000,1.00000
2151966,Chinchetas Punto MP PA347-1,Chinchetas Punto MP PA347-1,,,,2,1.50000,0.00000,1.50000,1.24000,0.80000,0.44000,0.35484
2227005,Cinta carrocero fina Apint,Cinta carrocero fina Apint,51808H,Aprint,,1,0.00000,-2.65000,2.65000,2.65000,0.00000,2.65000,1.00000
2151552,Cinta carrocero gruesa Apint,Cinta carrocero gruesa Apint,,,,3,11.10000,0.00000,11.10000,9.18000,5.97000,3.21000,0.34967
2151832,Cinta doble cara trans MP 1mm x 2.5 m,Cinta doble cara trans MP 1mm x 2.5 m,,,,1,2.69000,0.00000,2.69000,2.22000,1.16000,1.06000,0.47748
2151549,Cinta embalaje Oscuro MP 100m,Cinta embalaje Oscuro MP 100m,,,,14,42.70000,0.00000,42.70000,35.28000,17.78000,17.50000,0.49603
2151547,Cinta embalaje Trans MP 100m,Cinta embalaje Trans MP 100m,,,,16,48.80000,0.00000,48.80000,40.32000,20.32000,20.00000,0.49603
2150611,Cinta Lazos dorada blanco y negro,Cinta Lazos dorada blanco y negro,,,,1,2.55000,0.00000,2.55000,2.11000,1.20000,0.91000,0.43128
2151817,Cinta MP Letra Adhesiva,Cinta MP Letra Adhesiva,,,,1,8.50000,0.00000,8.50000,7.02000,2.91000,4.11000,0.58547
2151820,Cinta Rotulador Dymo Letra Tag,Cinta Rotulador Dymo Letra Tag,,,,2,19.10000,0.00000,19.10000,15.78000,10.74000,5.04000,0.31939
2150713,Cintas decorativas morada,Cintas decorativas morada,,,,1,0.85000,0.00000,0.85000,0.70000,0.35000,0.35000,0.50000
2150712,Cintas decorativas Wonder Azul delgada,Cintas decorativas Wonder Azul delgada,,,,1,1.60000,-0.40000,2.00000,1.65000,0.41000,1.24000,0.75152
2150711,Cintas decorativas Wonder Dorado,Cintas decorativas Wonder Dorado,,,,1,1.10000,0.00000,1.10000,0.91000,0.60000,0.31000,0.34066
2150709,Cintas decorativas Wonder Plata,Cintas decorativas Wonder Plata,,,,2,2.20000,0.00000,2.20000,1.82000,1.20000,0.62000,0.34066
2150708,Cintas decorativas Wonder Rojo,Cintas decorativas Wonder Rojo,,,,1,1.10000,0.00000,1.10000,0.91000,0.60000,0.31000,0.34066
2159521,Clasico 40x60,Clasico 40x60,,,,5,8.75000,0.00000,8.75000,7.24000,5.10000,2.14000,0.29558
2159536,Clasicos A4,Clasicos A4,,,,2,1.80000,0.00000,1.80000,1.48000,0.84000,0.64000,0.43243
2157233,Clasificador 12 Divisiones,Clasificador 12 Divisiones,,,,1,6.99000,0.00000,6.99000,5.78000,4.00000,1.78000,0.30796
2159370,Clasificadora Oneill ,Clasificadora Oneill ,,,,1,9.10000,0.00000,9.10000,7.52000,5.00000,2.52000,0.33511
2155331,Classic pack 4,Classic pack 4,,,,2,10.50000,0.00000,10.50000,8.68000,2.78000,5.90000,0.67972
2205551,Clipboard Aluminio APLI A4,Clipboard Aluminio APLI A4,,,,1,9.75000,0.00000,9.75000,8.06000,6.76000,1.30000,0.16129
2159408,Clipboard APLI A5 Madera,Clipboard APLI A5 Madera,,,,1,3.65000,0.00000,3.65000,3.02000,1.56000,1.46000,0.48344
2157084,Clips Apli N°4,Clips Apli N°4,,,,1,2.30000,0.00000,2.30000,1.90000,0.83000,1.07000,0.56316
2156335,Clips MP PA471,Clips MP PA471,,,,6,8.10000,0.00000,8.10000,6.72000,3.48000,3.24000,0.48214
2196395,Clips No. 2 plata APLI 100und.,Clips No. 2 plata APLI 100und.,,,,4,3.00000,0.00000,3.00000,2.48000,1.16000,1.32000,0.53226
2156932,Cola Blanca Imedio 100g,Cola Blanca Imedio 100g,,,,5,14.25000,0.00000,14.25000,11.80000,7.45000,4.35000,0.36864
2156946,Cola Blanca Imedio 40g,Cola Blanca Imedio 40g,,,,3,4.65000,0.00000,4.65000,3.84000,2.25000,1.59000,0.41406
2156949,Cola Blanca Imedio Escolar 40g,Cola Blanca Imedio Escolar 40g,,,,3,4.95000,0.00000,4.95000,4.08000,2.25000,1.83000,0.44853
2155346,College Lavable 12,College Lavable 12,,,,1,2.95000,0.00000,2.95000,2.44000,1.51000,0.93000,0.38115
2155343,College Lavable 24,College Lavable 24,,,,1,6.20000,0.00000,6.20000,5.12000,3.02000,2.10000,0.41016
2160680,Coloca 4,Coloca 4,,,,1,10.45000,0.00000,10.45000,8.64000,4.59000,4.05000,0.46875
2263618,Colorear + Pegatina Bluey,Colorear + Pegatina Bluey,,,,3,23.55000,0.00000,23.55000,19.47000,10.50000,8.97000,0.46071
2152081,Coloring Roll 3m stickn amarillo,Coloring Roll 3m stickn amarillo,,,,1,6.95000,0.00000,6.95000,5.74000,3.50000,2.24000,0.39024
2155353,ColorPeps Ocean lavable,ColorPeps Ocean lavable,,,,1,3.80000,0.00000,3.80000,3.14000,1.47000,1.67000,0.53185
2151912,Compas Maped Metal 250mm,Compas Maped Metal 250mm,,,,6,26.10000,0.00000,26.10000,21.60000,9.06000,12.54000,0.58056
2151911,Compas Praxton micrométrico,Compas Praxton micrométrico,,,,4,43.00000,0.00000,43.00000,35.52000,18.80000,16.72000,0.47072
2160045,Copia A3,Copia A3,,,,60,15.00000,0.00000,15.00000,13.80000,3.00000,10.80000,0.78261
2160050,Copia A3 Color,Copia A3 Color,,,,130,84.50000,0.26000,84.24000,79.18000,6.50000,72.68000,0.91791
2160052,Copia A3 Doble Cara Color,Copia A3 Doble Cara Color,,,,3,3.60000,0.00000,3.60000,3.39000,0.15000,3.24000,0.95575
2160044,Copia A4 B/N,Copia A4 B/N,,,,8553,1282.95000,1.92000,1281.03000,1206.07000,427.65000,778.42000,0.64542
2160049,Copia A4 Color,Copia A4 Color,,,,2075,933.75000,33.15000,900.60000,848.56000,103.75000,744.81000,0.87773
2151541,Cortador de ángulo 5mm SDI S,Cortador de ángulo 5mm SDI S,,,,1,10.65000,2.13000,8.52000,7.04000,4.58000,2.46000,0.34943
2231010,CRAYOLA BLUE Y BINGO,,,,,1,7.85000,0.00000,7.85000,7.85000,7.85000,0.00000,0.00000
2160693,Creyones 10 colores Giotto bebe,Creyones 10 colores Giotto bebe,,,,1,8.85000,0.00000,8.85000,7.31000,5.00000,2.31000,0.31601
2151315,Creyones 6 colores Giotto bebe,Creyones 6 colores Giotto bebe,,,,2,25.40000,0.00000,25.40000,21.00000,13.06000,7.94000,0.37810
2155652,Cristal Fine Azul 0.8,Cristal Fine Azul 0.8,,,,34,20.40000,0.00000,20.40000,16.94000,6.12000,10.82000,0.63872
2155653,Cristal Fine Negro 0.8,Cristal Fine Negro 0.8,,,,24,14.40000,0.00000,14.40000,11.96000,4.32000,7.64000,0.63880
2155649,Cristal Fine Rojo 0.8,Cristal Fine Rojo 0.8,,,,4,2.40000,0.00000,2.40000,2.00000,0.72000,1.28000,0.64000
2155319,Cristal Multicolor 15,Cristal Multicolor 15,,,,1,10.05000,0.00000,10.05000,8.31000,6.14000,2.17000,0.26113
2155626,Cristal Original Azul 1.0,Cristal Original Azul 1.0,,BIC,,65,32.50000,0.00000,32.50000,26.75000,9.42500,17.33000,0.64766
2155621,Cristal Original Negro 1.0,Cristal Original Negro 1.0,,,,26,13.00000,0.00000,13.00000,10.68000,3.77000,6.91000,0.64700
2155600,Cristal Original Rojo 1.0,Cristal Original Rojo 1.0,,,,17,8.50000,0.00000,8.50000,7.01000,2.46500,4.55000,0.64836
2155609,Cristal Original Verde 1.0,Cristal Original Verde 1.0,,,,11,5.50000,0.00000,5.50000,4.52000,1.59500,2.93000,0.64712
2224909,Cromo Hello Kitty and Friends Panini.,Cromo Hello Kitty and Friends Panini.,,Panini,,72,72.00000,0.00000,72.00000,59.54000,47.57000,11.97000,0.20104
2303194,Cuaderno 1/2 Oficio Hello Kity,Cuaderno 1/2 Oficio Hello Kity,,Mooving,,1,8.50000,0.00000,8.50000,7.02000,4.58000,2.44000,0.34758
2160526,Cuaderno A5+Boli Batman Punto,Cuaderno A5+Boli Batman Punto,,,,1,18.75000,0.00000,18.75000,15.50000,9.50000,6.00000,0.38710
2160535,Cuadero Carchivo A5 5x5 120H,Cuadero Carchivo A5 5x5 120H,,,,1,14.55000,0.00000,14.55000,12.02000,9.81000,2.21000,0.18386
2158785,Cuadrovia 5mm,Cuadrovia 5mm,,,,2,2.50000,0.00000,2.50000,2.06000,1.00000,1.06000,0.51456
2157114,Cubillete Silicion Apli 19691,Cubillete Silicion Apli 19691,,,,2,13.90000,0.00000,13.90000,11.48000,7.06000,4.42000,0.38502
2151586,Cutter 18mm Bismark,Cutter 18mm Bismark,,,,1,3.19000,0.00000,3.19000,2.64000,0.51000,2.13000,0.80682
2150515,Damas Fournier,Damas Fournier,,,,1,4.95000,0.00000,4.95000,4.09000,2.74000,1.35000,0.33007
2153247,Darft 2.0,Darft 2.0,,,,1,1.95000,0.00000,1.95000,1.95000,0.79000,1.16000,0.59487
2155511,Decor Materiales,Decor Materiales,,,,1,16.35000,0.00000,16.35000,13.51000,6.68000,6.83000,0.50555
2156337,Desk Accesories MP PA360-03,Desk Accesories MP PA360-03,,,,1,3.15000,0.00000,3.15000,2.60000,1.34000,1.26000,0.48462
2160579,Diario con candado My Secret Diary,Diario con candado My Secret Diary,,,,2,13.00000,0.00000,13.00000,10.74000,8.56000,2.18000,0.20298
2160749,Dibujo,Dibujo,,,,7,12.25000,0.00000,12.25000,10.15000,6.93000,3.22000,0.31724
2152090,Dibujo Create Stitch ,Dibujo Create Stitch ,,,,1,4.25000,0.00000,4.25000,3.51000,2.40000,1.11000,0.31624
2150625,Disney Princess colouring Pack,Disney Princess colouring Pack,,,,2,3.50000,0.00000,3.50000,2.90000,1.40000,1.50000,0.51724
2160532,Disney Princess Magentic,Disney Princess Magentic,,,,1,5.25000,0.00000,5.25000,4.34000,3.54000,0.80000,0.18433
2159211,Doble Baby Shark,Doble Baby Shark,,,,1,10.85000,0.00000,10.85000,8.97000,7.00000,1.97000,0.21962
2160047,Doble Cara A3,Doble Cara A3,,,,1,0.40000,0.00000,0.40000,0.40000,0.05000,0.35000,0.87500
2160046,Doble Cara A4 B/N,Doble Cara A4 B/N,,,,6100,1525.00000,14.94000,1510.06000,1400.10000,305.00000,1095.10000,0.78216
2159290,DOHE A-Z  A4 Ancho,DOHE A-Z A4 Ancho,,,,3,12.60000,0.00000,12.60000,10.41000,5.73000,4.68000,0.44957
2159301,DOHE A-Z A4 Estrecho,DOHE A-Z A4 Estrecho,,,,2,9.40000,0.00000,9.40000,7.76000,4.30000,3.46000,0.44588
2159295,DOHE A-Z Folio Ancho,DOHE A-Z Folio Ancho ,,,,2,8.40000,0.00000,8.40000,6.94000,3.82000,3.12000,0.44957
2159300,DOHE A-Z Folio Estrecho ,DOHE A-Z Folio Estrecho ,,,,1,4.70000,0.00000,4.70000,3.88000,2.15000,1.73000,0.44588
2157051,Dohe Grapadora Metálica,Dohe Grapadora Metálica,,,,2,10.98000,0.00000,10.98000,9.08000,6.00000,3.08000,0.33921
2160618,DOHE Pared 30x30,DOHE Pared 30x30,,,,2,17.10000,0.00000,17.10000,14.14000,11.46000,2.68000,0.18953
2163434,Dosier Uñero A4,Dosier Uñero A4,,,,51,25.50000,0.20000,25.30000,20.86000,12.75000,8.11000,0.38878
2163511,Dossier Fastener Surtido,Dossier Fastener Surtido,,,,1,1.95000,0.00000,1.95000,1.95000,0.76000,1.19000,0.61026
2159670,Double A 100 hojas,Double A 100 hojas,,,,11,33.00000,0.50000,32.50000,26.87000,14.08000,12.79000,0.47600
2155404,Double punta Aplino 12col,Double punta Aplino 12col,,,,6,39.15000,0.00000,39.15000,32.37000,13.92000,18.45000,0.56997
2263609,Edding 750,Edding 750,,,,2,12.50000,0.00000,12.50000,10.34000,6.00000,4.34000,0.41973
2249517,Edding No.1 Negro C-001,Edding No.1 Negro C-001,,Edding,,2,5.90000,0.00000,5.90000,4.88000,2.68000,2.20000,0.45082
2160737,Educacion Infantil,Educacion Infantil,,,,3,5.25000,0.00000,5.25000,4.35000,2.97000,1.38000,0.31724
2157108,Encuadernadores N4 Artes,Encuadernadores N4 Artes,,,,1,3.40000,0.00000,3.40000,2.81000,2.45000,0.36000,0.12811
2163823,Escalimetro Plastico 30 cm,Escalimetro Plastico 30 cm,,,,2,7.40000,0.00000,7.40000,6.12000,2.94000,3.18000,0.51961
2158886,Espiral A4 Cuadriculado 4x4,Espiral A4 Cuadriculado 4x4,,,,12,55.10000,0.00000,55.10000,45.50000,28.56000,16.94000,0.37231
2158932,Espiral A4 Cuadriculado 4x4,Espiral A4 Cuadriculado 4x4,,,,10,44.00000,0.45000,43.55000,36.03000,26.30000,9.73000,0.27005
2158937,Espiral A4 Cuadriculado 4x4 TP,Espiral A4 Cuadriculado 4x4 TP,,,,1,5.35000,0.00000,5.35000,4.42000,2.78000,1.64000,0.37104
2158859,Espiral A4 Cuadriculado 4x4 TP,Espiral A4 Cuadriculado 4x4 TP,,,,11,41.25000,0.00000,41.25000,34.10000,14.63000,19.47000,0.57097
2205416,Espiral A4 Cuadriculado 5x5 Maximun TD.,Espiral A4 Cuadriculado 5x5 Maximun TD.,,,,1,6.15000,0.00000,6.15000,5.08000,2.48000,2.60000,0.51181
2158798,Espiral A4 Cuadrovia 5mm,Espiral A4 Cuadrovia 5mm,,,,1,2.55000,0.00000,2.55000,2.11000,1.35000,0.76000,0.36019
2158925,Espiral A4 Linea,Espiral A4 Linea,,,,6,26.40000,0.00000,26.40000,21.84000,15.78000,6.06000,0.27747
2158872,Espiral A4 Línea Maximun TD.,Espiral A4 Línea Maximun TD.,,,,2,12.30000,0.00000,12.30000,10.16000,4.96000,5.20000,0.51181
2299986,Espiral A4 Liso TB,Espiral A4 Liso TB,,Praxton,,3,9.15000,0.00000,9.15000,7.56000,2.58000,4.98000,0.65873
2158854,Espiral A4 Liso TP,Espiral A4 Liso TP,,Praxton,,7,26.25000,0.00000,26.25000,21.70000,9.31000,12.39000,0.57097
2158855,Espiral A4 Pauta 3.5 TP,Espiral A4 Pauta 3.5 TP,,,,1,3.95000,0.00000,3.95000,3.26000,1.33000,1.93000,0.59202
2158831,Espiral A4 Rayado 46 TP,Espiral A4 Rayado 46 TP,,,,1,2.55000,0.00000,2.55000,2.11000,0.95000,1.16000,0.54976
2158755,Espiral A5 Cuadriculado 4x4 TB,Espiral A5 Cuadriculado 4x4 TB,,,,9,17.55000,0.00000,17.55000,14.49000,4.50000,9.99000,0.68944
2158771,Espiral A5 Cuadriculado 5x5 TP 5 colores,Espiral A5 Cuadriculado 5x5 TP 5 colores,,,,3,12.90000,0.00000,12.90000,10.65000,8.88000,1.77000,0.16620
2158795,Espiral A5 Cuadrovia 3mm  TD,Espiral A5 Cuadrovia 3mm  TD,,,,1,1.75000,0.00000,1.75000,1.45000,1.00000,0.45000,0.31034
2158751,Espiral A5 Línea,Espiral A5 Línea,,,,5,10.50000,0.00000,10.50000,8.70000,5.75000,2.95000,0.33908
2158754,Espiral A5 Línea TB,Espiral A5 Línea TB,,,,3,5.85000,0.00000,5.85000,4.83000,1.50000,3.33000,0.68944
2158721,Espiral A5 Lineas,Espiral A5 Lineas,,,,2,5.90000,0.00000,5.90000,4.88000,2.62000,2.26000,0.46311
2158727,Espiral A5 Pauta 3.5,Espiral A5 Pauta 3.5,,,,1,2.95000,0.00000,2.95000,2.44000,1.31000,1.13000,0.46311
2158738,Espiral A5 Pauta Ancha,Espiral A5 Pauta Ancha,,,,3,4.95000,0.00000,4.95000,4.08000,1.59000,2.49000,0.61029
2325400,Estuche Atletico de Madrid,,,,,1,5.60000,0.00000,5.60000,5.60000,5.60000,0.00000,0.00000
2151977,Etiqueta Apli 10h 12x30,Etiqueta Apli 10h 12x30,,,,3,4.65000,0.00000,4.65000,3.84000,2.40000,1.44000,0.37500
2151975,Etiqueta Apli 10h 26x54,Etiqueta Apli 10h 26x54,,,,7,10.85000,0.00000,10.85000,8.96000,5.60000,3.36000,0.37500
2160061,Etiqueta Blanco y Negro,Etiqueta Blanco y Negro,,,,109,49.05000,-1.00000,50.05000,46.37000,5.45000,40.92000,0.88247
2160063,Etiqueta Color,Etiqueta Color,,,,90,63.90000,3.65000,60.25000,55.91000,4.50000,51.41000,0.91951
2151335,Etiquetas adhesivas 2h MP PN125-35,Etiquetas adhesivas 2h MP PN125-35,,,,3,2.55000,0.00000,2.55000,2.10000,1.05000,1.05000,0.50000
2249491,Etiquetas para impresión A4,Etiquetas para impresión A4,,Praxton,,10,3.00000,0.00000,3.00000,2.48000,0.59000,1.89000,0.76210
2150693,EVA Foam 10 colores,EVA Foam 10 colores,,,,10,66.50000,3.71000,62.79000,51.88000,25.20000,26.68000,0.51426
2150692,EVA Foam 4 colores purpurina,EVA Foam 4 colores purpurina,,,,5,30.00000,0.00000,30.00000,24.78000,13.95000,10.83000,0.43705
2151919,Face Gems Wings,Face Gems Wings,,,,1,5.80000,0.00000,5.80000,4.79000,2.89000,1.90000,0.39666
2150455,Familia de 7 paises,Familia de 7 paises,,,,1,5.00000,0.00000,5.00000,4.13000,1.99000,2.14000,0.51816
2160753,Fantasy Mini multicolor,Fantasy Mini multicolor,,,,5,7.50000,0.00000,7.50000,6.20000,2.85000,3.35000,0.54032
2160585,Felicitaciones variado DOHE,Felicitaciones variado DOHE,,,,8,17.20000,0.00000,17.20000,14.24000,9.76000,4.48000,0.31461
2175365,Ficha L2 Praxton Lisa,Ficha L2 Praxton Lisa,,,,1,2.55000,0.00000,2.55000,2.11000,0.98000,1.13000,0.53555
2175364,Ficha L4 Praxton Linea,Ficha L4 Praxton Linea,,,,1,5.35000,0.00000,5.35000,4.42000,2.10000,2.32000,0.52489
2242008,Fichas Praxton No.3 Lisas.,Fichas Praxton No.3 Lisas.,,,,1,2.75000,0.00000,2.75000,2.27000,1.29000,0.98000,0.43172
2152073,Finger Paint 6 c JOVI- Pintura de dedos 125ml,Finger Paint 6 c JOVI- Pintura de dedos 125ml,,,,5,75.25000,5.15000,70.10000,57.93000,39.25000,18.68000,0.32246
2152056,Finger Paint Jovi 5 c ART-505,Tempera Jovi 5 c ART-505,,,,2,9.90000,0.00000,9.90000,8.18000,5.34000,2.84000,0.34719
2152053,Finger Paint Jovi 5 c ART-540,Finger Paint Jovi 5 c ART-540,,,,2,10.84000,0.00000,10.84000,8.95000,5.34000,3.61000,0.40335
2160613,Finocam  Faldilla Escribir F43,Finocam  Faldilla Escribir F43,,,,3,12.00000,0.00000,12.00000,9.93000,6.45000,3.48000,0.35045
2160610,Finocam  Faldilla NGF91,Finocam  Faldilla NGF91,,,,1,3.00000,0.00000,3.00000,2.48000,1.65000,0.83000,0.33468
2160612,Finocam  Faldilla NGF92,Finocam  Faldilla NGF92,,,,1,3.25000,0.00000,3.25000,2.69000,1.76000,0.93000,0.34572
2160514,Finocam E3 SVH,Finocam E3 SVH,,,,2,14.50000,0.00000,14.50000,11.98000,7.00000,4.98000,0.41569
2160505,Finocam E5 SVH,Finocam E5 SVH,,,,2,17.50000,1.31000,16.19000,13.38000,8.26000,5.12000,0.38266
2160510,Finocam Escolar Cool 1/8 SVH,Finocam Escolar Cool 1/8 SVH,,,,1,6.15000,0.00000,6.15000,5.08000,3.31000,1.77000,0.34843
2160507,Finocam Mara Y10 SVH,Finocam Mara Y10 SVH,,,,1,11.45000,0.00000,11.45000,9.46000,6.89000,2.57000,0.27167
2160503,Finocam Opaque E10 SVH,Finocam Opaque E10 SVH,,,,3,29.85000,0.00000,29.85000,24.66000,17.25000,7.41000,0.30049
2160498,Finocam Opaque E9 SVH,Finocam Opaque E9 SVH,,,,3,24.75000,0.00000,24.75000,20.46000,13.89000,6.57000,0.32111
2160614,Finocam Pard Largo M,Finocam Pard Largo M,,,,1,5.65000,0.00000,5.65000,4.67000,3.31000,1.36000,0.29122
2242047,Finocam Sobremesa 787200126,Finocam Sobremesa 787200126,,,,1,4.75000,0.00000,4.75000,3.93000,2.81000,1.12000,0.28499
2152046,Flautas Honner,Flautas Honner,,,,2,15.70000,-1.15000,16.85000,13.93000,8.86000,5.07000,0.36396
2155508,Fluo Brush Pen ,Fluo Brush Pen ,,,,1,4.55000,0.00000,4.55000,3.76000,2.35000,1.41000,0.37500
2175425,Fluorescente FABER-CASTELL Textliner 48 3+1,Fluorescente FABER-CASTELL Textliner 48 3+1,,,,4,12.70000,0.00000,12.70000,10.50000,5.40000,5.10000,0.48571
2160060,Fotografía Blanco y Negro,Fotografía Blanco y Negro,,,,1,1.00000,0.00000,1.00000,0.83000,0.05000,0.78000,0.93976
2160059,Fotografía color,Fotografía color,,,,41,53.30000,0.00000,53.30000,49.66000,2.05000,47.61000,0.95872
2150431,Frozen 4 Puzzle Educa,Frozen 4 Puzzle Educa,,,,1,10.35000,0.00000,10.35000,8.55000,5.40000,3.15000,0.36842
2156339,Fuity Squad Variado,Fuity Squad Variado,,,,1,4.50000,0.00000,4.50000,3.72000,1.89000,1.83000,0.49194
2163799,Funda Tarjeta y NIF,Funda Tarjeta y NIF,,,,6,2.10000,0.00000,2.10000,1.74000,0.60000,1.14000,0.65517
2162187,Fundas Multilastradas 6822,Fundas Multilastradas 6822,,,,311,77.75000,0.00000,77.75000,64.74000,14.52370,50.22000,0.77566
2162595,Fundas Multilastradas A5,Fundas Multilastradas A5,,,,16,4.00000,0.00000,4.00000,3.36000,0.64000,2.72000,0.80952
2154033,G2 0.7 Azul,G2 0.7 Azul,,,,30,60.99000,0.00000,60.99000,50.33000,28.50000,21.83000,0.43374
2154031,G2 0.7 Negro,G2 0.7 Negro,,,,17,50.83000,0.99000,49.84000,41.17000,11.39000,29.78000,0.72334
2154034,G2 0.7 Rojo,G2 0.7 Rojo,,,,11,23.98000,0.00000,23.98000,19.79000,10.45000,9.34000,0.47196
2154037,G2 0.7 Rosado,G2 0.7 Rosado,,,,6,12.99000,0.00000,12.99000,10.72000,5.70000,5.02000,0.46828
2154053,G2 0.7 Turquesa,G2 0.7 Turquesa,,,,3,6.00000,0.00000,6.00000,4.95000,2.85000,2.10000,0.42424
2154035,G2 0.7 Verde Oscuro,G2 0.7 Verde Oscuro,,,,2,4.99000,0.00000,4.99000,4.12000,1.90000,2.22000,0.53883
2154036,G2 0.7 Verde Violeta,G2 0.7 Verde Violeta,,,,5,10.00000,0.00000,10.00000,8.25000,4.75000,3.50000,0.42424
2152974,G2 XS Azul,G2 XS Azul,,,,4,8.00000,0.00000,8.00000,6.60000,3.96000,2.64000,0.40000
2152975,G2 XS Negro,G2 XS Negro,,,,2,4.00000,0.00000,4.00000,3.30000,1.98000,1.32000,0.40000
2152932,Gelocity 0.7 Azul,Gelocity 0.7 Azul,,,,1,1.69000,0.00000,1.69000,1.40000,0.91000,0.49000,0.35000
2152941,Gelocity 0.7 Negro,Gelocity 0.7 Negro,,,,1,1.69000,0.00000,1.69000,1.40000,0.91000,0.49000,0.35000
2307238,Glitter Tape 1.5cm x3m,Glitter Tape 1.5cm x3m,,Mooving,,4,7.80000,0.00000,7.80000,6.45000,3.44000,3.01000,0.46667
2196410,Goma Faber-Castell PVC FREE,Goma Faber-Castell PVC FREE,,,,4,3.00000,0.00000,3.00000,2.48000,1.65600,0.82000,0.33226
2156974,Goma Milán 430,Goma Milán 430,,,,34,21.20000,0.00000,21.20000,17.60000,4.55600,13.04000,0.74114
2156980,Goma Milán nata 612,Goma Milán nata 612,,,,18,17.10000,0.00000,17.10000,14.21000,6.51600,7.69000,0.54145
2156978,Goma Milán nata 624.,Goma Milán nata 624.,,,,8,4.00000,0.00000,4.00000,3.29000,1.73600,1.55000,0.47234
2156984,Goma Milán nata 840,Goma Milán nata 840,,,,1,0.35000,0.00000,0.35000,0.29000,0.11400,0.18000,0.60690
2156400,Goma Moldeable 127154,Goma Moldeable 127154,,,,1,0.80000,0.00000,0.80000,0.66000,0.55000,0.11000,0.16667
2304169,Gomets caritas 12 h,Gomets caritas 12 h,,APLI,,1,4.99000,0.00000,4.99000,4.12000,2.09000,2.03000,0.49272
2181102,Gomets corazón,Gomets corazón,,,,1,6.55000,0.00000,6.55000,5.41000,3.18000,2.23000,0.41220
2304162,Gomets estrellas oro,Gomets estrellas oro,,APLI,,2,15.10000,0.00000,15.10000,12.48000,8.02000,4.46000,0.35737
2156350,Grapadora APLI Tenaza Neon,Grapadora APLI Tenaza Neon,,,,2,11.50000,0.00000,11.50000,9.50000,6.60000,2.90000,0.30526
2156345,Grapadora Aplix Nordik,Grapadora Aplix Nordik,,,,3,13.95000,0.00000,13.95000,11.52000,8.01000,3.51000,0.30469
2271979,Grapadora Bismark PO-2051,Grapadora Bismark PO-2051,,Bismark,,2,11.50000,0.00000,11.50000,9.50000,5.46000,4.04000,0.42526
2190739,Grapas 22/6 Petrus.,Grapas 22/6 Petrus.,,,,13,20.15000,-1.00000,21.15000,17.47000,10.53000,6.94000,0.39725
2164895,Grapas 26/6 Petrus.,Grapas 26/6 Petrus.,,,,2,2.66200,0.23000,2.43200,2.01200,1.62000,0.39000,0.19403
2157130,Grapas Petrus 23/6-200,Grapas Petrus 23/6-200,,,,7,7.00000,0.00000,7.00000,5.81000,4.41000,1.40000,0.24096
2157140,Grapas Staples 23/10-H,Grapas Staples 23/10-H,,,,1,3.65000,0.00000,3.65000,3.02000,1.15000,1.87000,0.61921
2154220,Grip 2001,Grip 2001,,,,1,1.15000,0.00000,1.15000,0.95000,0.63000,0.32000,0.33684
2153204,Grip Matic 0.5 Verde,Grip Matic 0.5 Verde,,,,2,5.98000,0.00000,5.98000,4.94000,2.62000,2.32000,0.46964
2152972,G-TEC-C4  0.4 Azul,G-TEC-C4  0.4 Azul,,,,12,28.20000,0.00000,28.20000,23.28000,15.84000,7.44000,0.31959
2152971,G-TEC-C4 Negro,G-TEC-C4 Negro,,,,7,16.45000,0.00000,16.45000,13.58000,9.24000,4.34000,0.31959
2160057,Hasta 120 Folios,Hasta 120 Folios,,,,88,272.80000,27.00000,245.80000,231.73000,4.40000,227.33000,0.98101
2155568,Highlightrers Glitter 6,Highlightrers Glitter 6,,,,3,16.20000,0.00000,16.20000,13.38000,7.98000,5.40000,0.40359
